News_content,scores,wordList
Go to The Learning Network »,0.0,"['go', 'learning', 'network']"
"A collection of views, news and more from the Learning section.",0.0,"['collection', 'view', 'news', 'learning', 'section']"
"With Deilab, students get hands-on lessons in science, technology, engineering, art and math, and they learn about resilience.",0.0,"['deilab', 'student', 'get', 'lesson', 'science', 'technology', 'engineering', 'art', 'math', 'learn', 'resilience']"
By JOSEPH WILLIAMS,0.0,"['joseph', 'williams']"
Community colleges are sending mobile classrooms to factories to help workers keep their skills current and lend a hand to time-strapped employees.,0.7096,"['community', 'college', 'sending', 'mobile', 'classroom', 'factory', 'help', 'worker', 'keep', 'skill', 'current', 'lend', 'hand', 'employee']"
By KERRY HANNON,0.0,"['kerry', 'hannon']"
"An author who knew his subject firsthand from his years as an official in Communist Poland, he became a sought-after voice on Soviet affairs.",0.0,"['author', 'knew', 'firsthand', 'year', 'official', 'communist', 'poland', 'became', 'voice', 'soviet', 'affair']"
By NEIL GENZLINGER,0.0,"['neil', 'genzlinger']"
A Tufts University project seeks to make “history more visible” — from slavery to Black Lives Matter — with a map of historic African-American sites in Boston and beyond.,-0.7152,"['tuft', 'university', 'project', 'seek', 'make', 'history', 'visible', 'slavery', 'black', 'life', 'matter', 'map', 'historic', 'site', 'boston', 'beyond']"
By KATHARINE Q. SEELYE,0.0,"['katharine', 'seelye']"
"We asked students to tell us their stories. We heard about managing depression, anxiety and expectations.",-0.6597,"['asked', 'student', 'tell', 'u', 'story', 'heard', 'managing', 'depression', 'anxiety', 'expectation']"
"As they struggle to keep up with the demand, many schools are hiring more staff members and trying new approaches.",-0.4215,"['struggle', 'keep', 'demand', 'many', 'school', 'hiring', 'staff', 'member', 'trying', 'approach']"
By BRAD WOLVERTON,0.0,"['brad', 'wolverton']"
"The student had not recited the pledge all school year at his middle school in Lakeland, Fla., but a substitute teacher confronted him about it this month.",-0.296,"['student', 'recited', 'pledge', 'school', 'middle', 'school', 'lakeland', 'substitute', 'teacher', 'confronted', 'month']"
By CHRISTINE HAUSER and MATTHEW HAAG,0.0,"['christine', 'hauser', 'matthew', 'haag']"
"Nearly every weekend for the past 28 years, local children have flocked to the Bronx Conservatory of Music for very low-cost instruction in classical music. Will the school’s success be its undoing?",0.5719,"['nearly', 'every', 'weekend', 'past', 'year', 'local', 'child', 'flocked', 'bronx', 'conservatory', 'music', 'instruction', 'classical', 'music', 'school', 'success', 'undoing']"
By STEPHEN HILTNER,0.0,"['stephen', 'hiltner']"
Open your heart and laptop and tell us a story.,0.0,"['open', 'heart', 'laptop', 'tell', 'u', 'story']"
By DANIEL JONES and MIYA LEE,0.0,"['daniel', 'jones', 'miya', 'lee']"
"Inspired by a 16-year-old Swede, thousands of young people are expected to take Friday off to march for action on climate change.",0.4939,"['inspired', 'swede', 'thousand', 'young', 'people', 'expected', 'take', 'friday', 'march', 'action', 'climate', 'change']"
By CEYLAN YEGINSU,0.0,"['ceylan', 'yeginsu']"
"The success that she and her husband achieved with the experimental school they opened in Williamsburg, Brooklyn, helped inspire a movement.",0.8126,"['success', 'husband', 'achieved', 'experimental', 'school', 'opened', 'williamsburg', 'brooklyn', 'helped', 'inspire', 'movement']"
By SAM ROBERTS,0.0,"['sam', 'robert']"
New research explores how access to technology helps put girls on par with boys.,0.3818,"['research', 'explores', 'access', 'technology', 'help', 'put', 'girl', 'par', 'boy']"
By MAYA SALAM,0.0,"['maya', 'salam']"
The Yale psychologist helped design the preschool program in the 1960s and was the first permanent head of the Office of Child Development.,0.0,"['yale', 'psychologist', 'helped', 'design', 'preschool', 'program', 'first', 'permanent', 'head', 'office', 'child', 'development']"
By SAM ROBERTS,0.0,"['sam', 'robert']"
"A charter school in Palmetto, Fla., plans to protect its students by arming security guards with Glock handguns and semiautomatic rifles.",0.6124,"['charter', 'school', 'palmetto', 'plan', 'protect', 'student', 'arming', 'security', 'guard', 'glock', 'handgun', 'semiautomatic', 'rifle']"
By CHRISTINA CARON,0.0,"['christina', 'caron']"
The districtwide strike is seen as a referendum on a compensation system that teachers say has delivered erratic bonuses while their base salaries stagnate.,0.4767,"['districtwide', 'strike', 'seen', 'referendum', 'compensation', 'system', 'teacher', 'say', 'delivered', 'erratic', 'bonus', 'base', 'salary', 'stagnate']"
By JULIE TURKEWITZ and DANA GOLDSTEIN,0.0,"['julie', 'turkewitz', 'dana', 'goldstein']"
"When it comes to integration at New York City’s most competitive high schools, Asian-American alumni have many different reactions.",0.2484,"['come', 'integration', 'city', 'competitive', 'high', 'school', 'alumnus', 'many', 'different', 'reaction']"
By ELIZA SHAPIRO,0.0,"['eliza', 'shapiro']"
"The Blanton Museum of Art has acquired 119 paintings, sculptures, furniture and silverwork collected by Roberta and Richard Huber.",0.0,"['blanton', 'museum', 'art', 'acquired', 'painting', 'sculpture', 'furniture', 'silverwork', 'collected', 'roberta', 'richard', 'huber']"
By HILARIE M. SHEETS,0.0,"['hilarie', 'sheet']"
"Based at Princeton, Professor Rabb brought a fresh eye to analyzing historical records in producing books, articles and a PBS series.",0.3182,"['based', 'princeton', 'professor', 'rabb', 'brought', 'fresh', 'eye', 'analyzing', 'historical', 'record', 'producing', 'book', 'article', 'pb', 'series']"
By NEIL GENZLINGER,0.0,"['neil', 'genzlinger']"
Benjamin Dreyer sees language the way an epicure sees food. And he finds sloppiness everywhere he looks.,0.0,"['benjamin', 'dreyer', 'see', 'language', 'way', 'epicure', 'see', 'food', 'find', 'sloppiness', 'everywhere', 'look']"
By SARAH LYALL,0.0,"['sarah', 'lyall']"
Go to Home Page »,0.0,"['go', 'page']"
Advertisement,0.0,[]
Supported by,0.3182,['supported']
All the looks from Hollywood’s biggest night.,0.0,"['look', 'hollywood', 'biggest', 'night']"
New York City is reviewing complaints from former employees at Sharon Dorram Color at Sally Hershberger who say their hair was deemed inappropriate for work.,-0.4019,"['city', 'reviewing', 'complaint', 'former', 'employee', 'sharon', 'dorram', 'color', 'sally', 'hershberger', 'say', 'hair', 'deemed', 'inappropriate', 'work']"
By Stacey Stowe,0.0,"['stacey', 'stowe']"
Ferragamo and Missoni paid homage to family values. Armani played a rhapsody in blue. Versace celebrated grunge. And then there was Marni.,0.8316,"['ferragamo', 'missoni', 'paid', 'homage', 'family', 'value', 'armani', 'played', 'rhapsody', 'blue', 'versace', 'celebrated', 'grunge', 'marni']"
By Vanessa Friedman,0.0,"['vanessa', 'friedman']"
Jeff Klein’s latest hotel project protects celebrities and power brokers with a ban on cameraphones.,-0.3182,"['jeff', 'klein', 'latest', 'hotel', 'project', 'protects', 'celebrity', 'power', 'broker', 'ban', 'cameraphones']"
By Guy Trebay,0.0,"['guy', 'trebay']"
Heavy bedding is everywhere. Does it work?,0.0,"['heavy', 'bedding', 'everywhere', 'work']"
By Penelope Green,0.0,"['penelope', 'green']"
"Vanity Fair has ruled the roost, but its guest list is bloated by corporate sponsorships. And now there’s competition from Jay-Z.",0.0516,"['vanity', 'fair', 'ruled', 'roost', 'guest', 'list', 'bloated', 'corporate', 'sponsorship', 'competition']"
By Katherine Rosman and Brooks Barnes,0.0,"['katherine', 'rosman', 'brook', 'barnes']"
The verdict is in on Daniel Lee’s first runway collection.,0.1531,"['verdict', 'daniel', 'lee', 'first', 'runway', 'collection']"
By Vanessa Friedman,0.0,"['vanessa', 'friedman']"
"They loved each other, but she harbored a shameful secret: She had stopped reading books.",-0.6369,"['loved', 'harbored', 'shameful', 'secret', 'stopped', 'reading', 'book']"
By Karla Marie-Rose Derus,0.0,"['karla', 'derus']"
Prada and Moschino wrestle with reality in unexpected ways; Tod’s goes all-in for leather.,0.0,"['prada', 'moschino', 'wrestle', 'reality', 'unexpected', 'way', 'tod', 'go', 'leather']"
By Vanessa Friedman,0.0,"['vanessa', 'friedman']"
All of the weddings right here on one handy page for you.,0.0,"['wedding', 'right', 'handy', 'page']"
The couple met in 2012 at a bar in Washington while both were graduate students.,0.0,"['couple', 'met', 'bar', 'washington', 'graduate', 'student']"
The couple met in October 2016 through the dating app Hinge.,0.0,"['couple', 'met', 'october', 'dating', 'app', 'hinge']"
The couple met in 2006 through Match.com in New York.,0.0,"['couple', 'met']"
The couple met in the summer of 2016 through the dating app JSwipe.,0.0,"['couple', 'met', 'summer', 'dating', 'app', 'jswipe']"
Advertisement,0.0,[]
The longtime editor of Vogue Paris strips down to advertise seven new scents.,0.0,"['longtime', 'editor', 'vogue', 'paris', 'strip', 'advertise', 'seven', 'scent']"
By Alyson Krueger,0.0,"['alyson', 'krueger']"
A journey down the rabbit hole of “holes.”,0.0,"['journey', 'rabbit', 'hole', 'hole']"
By Caity Weaver,0.0,"['caity', 'weaver']"
Tips for dealing with pelvic pain during an OB-GYN exam.,-0.5106,"['tip', 'dealing', 'pelvic', 'pain', 'exam']"
"By Jen Gunter, M.D.",0.0,"['jen', 'gunter']"
The model has some things to say about inclusivity. And bubble masks. And wigs!,0.0,"['model', 'thing', 'say', 'inclusivity', 'bubble', 'mask', 'wig']"
By Bee Shapiro,0.0,"['bee', 'shapiro']"
"A little empathy goes a long way, especially when someone is recovering from the loss of a loved one. Unfortunately, even when some of us mean well, we make the situation worse. Here’s how to avoid it.",-0.4588,"['little', 'empathy', 'go', 'long', 'way', 'especially', 'someone', 'recovering', 'loss', 'loved', 'unfortunately', 'even', 'u', 'mean', 'well', 'make', 'situation', 'worse', 'avoid']"
By David Pogue,0.0,"['david', 'pogue']"
"This week, the Modern Love podcast presents a live reading by “The Good Place” actor.",0.7964,"['week', 'modern', 'love', 'podcast', 'present', 'live', 'reading', 'good', 'place', 'actor']"
"Modern Love in miniature, featuring reader-submitted stories of no more than 100 words.",0.4588,"['modern', 'love', 'miniature', 'featuring', 'story', 'word']"
"They never would have matched online. Luckily, he had three hours to kill at the airport.",-0.34,"['never', 'matched', 'online', 'luckily', 'three', 'hour', 'kill', 'airport']"
By Ted Gup,0.0,"['ted', 'gup']"
"This week, the Modern Love podcast presents Jason B. Rosenthal’s response to his wife’s popular essay.",0.7906,"['week', 'modern', 'love', 'podcast', 'present', 'jason', 'rosenthal', 'response', 'wife', 'popular', 'essay']"
"Modern Love in miniature, featuring reader-submitted stories of no more than 100 words.",0.4588,"['modern', 'love', 'miniature', 'featuring', 'story', 'word']"
Advertisement,0.0,[]
"Chuh A and Rex Ny, both Montagnards, have fought for their relationship since his deportation, pushing back against physical separation and 12-hour time difference.",-0.3182,"['chuh', 'rex', 'ny', 'montagnards', 'fought', 'relationship', 'since', 'deportation', 'pushing', 'back', 'physical', 'separation', 'difference']"
By Charles Dunst,0.0,"['charles', 'dunst']"
A random meeting that didn’t seem so random after a self-professed psychic finds a connection with a guy in the Starbucks line.,0.0,"['random', 'meeting', 'seem', 'random', 'psychic', 'find', 'connection', 'guy', 'starbucks', 'line']"
By Tammy La Gorce,0.0,"['tammy', 'gorce']"
"A great first date. Love poems ensued. But after she saw a background check on him, a second date was abruptly canceled.",0.8519,"['great', 'first', 'date', 'love', 'poem', 'ensued', 'saw', 'background', 'check', 'second', 'date', 'abruptly', 'canceled']"
By Vincent M. Mallozzi,0.0,"['vincent', 'mallozzi']"
"Ally Grossan, a music aficionado, and the rock musician Nabil Ayers, who has jazz in his blood, aren’t the “wedding factory” types.",0.0,"['ally', 'grossan', 'music', 'aficionado', 'rock', 'musician', 'nabil', 'ayers', 'jazz', 'blood', 'wedding', 'factory', 'type']"
By Molly Creeden,0.0,"['molly', 'creeden']"
"Everything changed for Simon Astaire when he met Pilar Ordovas on a flight to London. “I’ve known him for 40 years,” said the groom’s friend, Sting. “I never thought I’d be the best man, because I never thought he would marry.”",0.8126,"['everything', 'changed', 'simon', 'astaire', 'met', 'pilar', 'ordovas', 'flight', 'london', 'known', 'year', 'groom', 'friend', 'sting', 'never', 'thought', 'best', 'man', 'never', 'thought', 'marry']"
By Alix Strauss,0.0,"['alix', 'strauss']"
"Who would I be if I wasn’t hustling to make some other person, real or imagined, fall in love with me?",0.6369,"['hustling', 'make', 'person', 'real', 'imagined', 'fall', 'love']"
"By Chris Maggio, Melissa Broder and Eve Lyons",0.0,"['chris', 'maggio', 'melissa', 'broder', 'eve', 'lyon']"
Rock music fans have emerged from the digital underground in Nigeria.,0.0,"['rock', 'music', 'fan', 'emerged', 'digital', 'underground', 'nigeria']"
"By Jan Hoek, Stephen Tayo, Edwin Okolo and Eve Lyons",0.0,"['jan', 'hoek', 'stephen', 'tayo', 'edwin', 'okolo', 'eve', 'lyon']"
Figure Skating in Harlem helps young women of color see themselves on ice.,0.3818,"['figure', 'skating', 'harlem', 'help', 'young', 'woman', 'color', 'see', 'ice']"
"By Flo Ngala, Lovia Gyarkye and Eve Lyons",0.0,"['flo', 'ngala', 'lovia', 'gyarkye', 'eve', 'lyon']"
"In Nigeria’s largest city, boundary-breaking style pushes up against tradition and social conservatism.",0.0,"['nigeria', 'largest', 'city', 'style', 'push', 'tradition', 'social', 'conservatism']"
"By Jan Hoek, Stephen Tayo, Ayodeji Rotinwa and Eve Lyons",0.0,"['jan', 'hoek', 'stephen', 'tayo', 'ayodeji', 'rotinwa', 'eve', 'lyon']"
"In the city’s outlying areas, Latino teenagers are shaping a new music scene.",0.0,"['city', 'outlying', 'area', 'latino', 'teenager', 'shaping', 'music', 'scene']"
"By Daniel Jack Lyons, Cenan Pirani and Eve Lyons",0.0,"['daniel', 'jack', 'lyon', 'cenan', 'pirani', 'eve', 'lyon']"
Advertisement,0.0,[]
"David Mallett, the Parisian stylist who has a new salon in SoHo, has some D.I.Y. French girl styling tricks to share.",0.1779,"['david', 'mallett', 'parisian', 'stylist', 'salon', 'soho', 'french', 'girl', 'styling', 'trick', 'share']"
By Bee Shapiro,0.0,"['bee', 'shapiro']"
Here’s how the “BlacKkKlansman” star survives the back-to-back red carpets.,0.0,"['blackkklansman', 'star', 'survives', 'red', 'carpet']"
By Bee Shapiro,0.0,"['bee', 'shapiro']"
"There are plenty of foundation shades on the market now, but women of varied skin tones often need different skin-care products, too. ",0.0,"['plenty', 'foundation', 'shade', 'market', 'woman', 'varied', 'skin', 'tone', 'often', 'need', 'different', 'product']"
By Bee Shapiro,0.0,"['bee', 'shapiro']"
Log cabin perfumes are here to make your winter extra cozy.,0.0,"['log', 'cabin', 'perfume', 'make', 'winter', 'extra', 'cozy']"
By Rachel Syme,0.0,"['rachel', 'syme']"
"Find out the actress’s beauty tips, and how she transformed into the Supreme Court justice for “On the Basis of Sex.” ",0.8957,"['find', 'actress', 'beauty', 'tip', 'transformed', 'supreme', 'court', 'justice', 'basis', 'sex']"
By Bee Shapiro,0.0,"['bee', 'shapiro']"
"Christian Tierney, who tours with some of Ireland’s biggest pop stars, got his start on YouTube.",0.0,"['christian', 'tierney', 'tour', 'ireland', 'biggest', 'pop', 'star', 'got', 'start', 'youtube']"
By Kate Dwyer,0.0,"['kate', 'dwyer']"
"Naomi Mishkin, an artist, makes office-appropriate wear with a clever twist.",0.4588,"['naomi', 'mishkin', 'artist', 'make', 'wear', 'clever', 'twist']"
By Rachel Felder,0.0,"['rachel', 'felder']"
"The Brooklyn landscaper has helped create green spaces for Diane von Furstenberg, Calvin Klein and Sies Marjan.",0.2732,"['brooklyn', 'landscaper', 'helped', 'create', 'green', 'space', 'diane', 'von', 'furstenberg', 'calvin', 'klein', 'sies', 'marjan']"
By Alex Hawgood,0.0,"['alex', 'hawgood']"
"The brand, KIT, includes affordable wardrobe staples like hoodies, T-shirts and a little black dres.",0.3612,"['brand', 'kit', 'includes', 'affordable', 'wardrobe', 'staple', 'like', 'hoodies', 'little', 'black', 'dres']"
By Ann Binlot,0.0,"['ann', 'binlot']"
Salehe Bembury dreams up the opulent fashion sneakers sought after by hypebeasts and art stars. ,0.4019,"['salehe', 'bembury', 'dream', 'opulent', 'fashion', 'sneaker', 'sought', 'hypebeasts', 'art', 'star']"
By Alex Hawgood,0.0,"['alex', 'hawgood']"
Advertisement,0.0,[]
"In the state of Israel’s early years, a number of parents in immigrant transit camps were told that their babies had died. Their families believe the babies were abducted by the Israeli authorities in the 1950s, and were illegally put up for adoption to childless Ashkenazi families, Jews of European descent. A younger generation is demanding answers.",-0.8176,"['state', 'israel', 'early', 'year', 'number', 'parent', 'immigrant', 'transit', 'camp', 'told', 'baby', 'died', 'family', 'believe', 'baby', 'abducted', 'israeli', 'authority', 'illegally', 'put', 'adoption', 'childless', 'ashkenazi', 'family', 'jew', 'european', 'descent', 'younger', 'generation', 'demanding', 'answer']"
By Malin Fezehai,0.0,"['malin', 'fezehai']"
I grew up with Chicano and Chicana culture in Los Angeles and heard it had spread to Japan. I wondered: Is this cultural appropriation?,0.0,"['grew', 'chicano', 'chicana', 'culture', 'los', 'angeles', 'heard', 'spread', 'japan', 'wondered', 'cultural', 'appropriation']"
By Walter Thompson-Hernández,0.0,['walter']
"Rustic shelters called bothies — more than 100 of which are scattered throughout England, Wales and Scotland — are an indispensable, if little-known, element of British hill culture.",0.0,"['rustic', 'shelter', 'called', 'bothies', 'scattered', 'throughout', 'england', 'wale', 'scotland', 'indispensable', 'element', 'british', 'hill', 'culture']"
By Stephen Hiltner,0.0,"['stephen', 'hiltner']"
"“There were meet-ups that were generalized for those in their 20s, 30s and 40s, but there was nothing for older women,” said the founder of a group in Los Angeles. “And I didn’t want men.”",0.1154,"['generalized', 'nothing', 'older', 'woman', 'founder', 'group', 'los', 'angeles', 'want', 'men']"
By Rozette Rago,0.0,"['rozette', 'rago']"
The Rockaways’ surf scene comes to reflect the area’s diversity and its history.,0.0,"['rockaways', 'surf', 'scene', 'come', 'reflect', 'area', 'diversity', 'history']"
By Michael Adno,0.0,"['michael', 'adno']"
"Recommending that pregnant women not drink alcohol has been called old-fashioned and even patriarchal. So, as a feminist, my opinion may come as a surprise.",0.2732,"['recommending', 'pregnant', 'woman', 'drink', 'alcohol', 'called', 'even', 'patriarchal', 'feminist', 'opinion', 'come', 'surprise']"
By Jen Gunter,0.0,"['jen', 'gunter']"
One year ago I wrote about my vagina and men’s opinions of it. Things have not improved.,-0.3724,"['ago', 'wrote', 'vagina', 'men', 'opinion', 'thing', 'improved']"
By Jen Gunter,0.0,"['jen', 'gunter']"
"My struggle with a binge eating disorder began at age 12. What followed were years of shame, lies, weight fluctuations and, at one particularly desperate moment, maternity clothes.",-0.9099,"['struggle', 'binge', 'eating', 'disorder', 'began', 'age', 'followed', 'year', 'shame', 'lie', 'weight', 'fluctuation', 'particularly', 'desperate', 'moment', 'maternity', 'clothes']"
By Jen Gunter,0.0,"['jen', 'gunter']"
"With the future of contraception in question, looking back to recent history is instructive.",0.0,"['future', 'contraception', 'question', 'looking', 'back', 'recent', 'history', 'instructive']"
By Jen Gunter,0.0,"['jen', 'gunter']"
"As an obstetrician and gynecologist, it’s hard to shock me. Or at least it used to be.",-0.4588,"['obstetrician', 'gynecologist', 'hard', 'shock', 'least', 'used']"
By Jen Gunter,0.0,"['jen', 'gunter']"
Advertisement,0.0,[]
"Benefits were held by Opening Ceremony, the Museum at F.I.T. and the National Cares Mentoring Movement.",0.6808,"['benefit', 'held', 'opening', 'ceremony', 'museum', 'national', 'care', 'mentoring', 'movement']"
By Denny Lee,0.0,"['denny', 'lee']"
"If it’s New York Fashion Week, it’s time to party.",0.4019,"['fashion', 'week', 'party']"
By Ben Widdicombe,0.0,"['ben', 'widdicombe']"
"If it’s New York Fashion Week, it’s time to party.",0.4019,"['fashion', 'week', 'party']"
Benefits were also held for the New York Philharmonic and the Viennese Opera Ball.,0.3818,"['benefit', 'also', 'held', 'philharmonic', 'viennese', 'opera', 'ball']"
By Denny Lee,0.0,"['denny', 'lee']"
L’Avenue opened at Saks Fifth Avenue. The Human Rights Campaign held a New York gala.,0.0,"['l', 'avenue', 'opened', 'saks', 'fifth', 'avenue', 'human', 'right', 'campaign', 'held', 'gala']"
Advertisement,0.0,[]
I miss the meat dress.,-0.1531,"['miss', 'meat', 'dress']"
By Vanessa Friedman,0.0,"['vanessa', 'friedman']"
"Spike Lee’s Prince-symbol necklace is gold, framed in diamonds with an opal, and his gold Jordans were commissioned by Michael Jordan.",0.0,"['spike', 'lee', 'necklace', 'gold', 'framed', 'diamond', 'opal', 'gold', 'jordan', 'commissioned', 'michael', 'jordan']"
By Jonah Engel Bromwich,0.0,"['jonah', 'engel', 'bromwich']"
Watch with us!,0.0,"['watch', 'u']"
By Jonah Engel Bromwich,0.0,"['jonah', 'engel', 'bromwich']"
"The 91st Academy Awards begins at 8 p.m. Eastern. Here are the stories we are following. And, you still have time to fill out your Oscar ballot.",0.4588,"['academy', 'award', 'begin', 'eastern', 'story', 'following', 'still', 'fill', 'oscar', 'ballot']"
By Brooks Barnes,0.0,"['brook', 'barnes']"
"Mrs. Agnelli, descended from Neapolitan nobility, glided through the Italian aristocracy as an artist’s muse and subject of fashion-world fascination.",0.4939,"['agnelli', 'descended', 'neapolitan', 'nobility', 'glided', 'italian', 'aristocracy', 'artist', 'muse', 'fascination']"
By Bonnie Wertheim,0.0,"['bonnie', 'wertheim']"
"Multiple misleading identities, more than 100 host accounts and 18 corporations were created to run an illegal hotel business in Manhattan, according to a lawsuit filed by the city.",-0.7351,"['multiple', 'misleading', 'identity', 'host', 'account', 'corporation', 'created', 'run', 'illegal', 'hotel', 'business', 'manhattan', 'according', 'lawsuit', 'filed', 'city']"
By Luis Ferré-Sadurní,0.0,['luis']
Artists — including the creator of a performance piece about Ivanka — are engaging in satire without potency.,0.34,"['artist', 'including', 'creator', 'performance', 'piece', 'ivanka', 'engaging', 'satire', 'without', 'potency']"
By Jillian Steinhauer,0.0,"['jillian', 'steinhauer']"
"Thanks to “PEN15,” “Eighth Grade” and “Big Mouth,” the awkward, weird and sex-obsessed pubescent girl is having a moment.",0.1531,"['thanks', 'eighth', 'grade', 'big', 'mouth', 'awkward', 'weird', 'pubescent', 'girl', 'moment']"
By Amanda Hess,0.0,"['amanda', 'hess']"
"A growing number of home buyers are choosing to live in corporate-branded communities, with companies from Marriott to Porsche ready to greet them.",0.7003,"['growing', 'number', 'buyer', 'choosing', 'live', 'community', 'company', 'marriott', 'porsche', 'ready', 'greet']"
By Marcelle Sussman Fischler,0.0,"['marcelle', 'sussman', 'fischler']"
"Within six months of meeting, Yelena Ambartsumian and Miroslav Grajewski began buying paintings together. They fell in love with more than the art.",0.6369,"['within', 'six', 'month', 'meeting', 'yelena', 'ambartsumian', 'miroslav', 'grajewski', 'began', 'buying', 'painting', 'together', 'fell', 'love', 'art']"
By Ruth La Ferla,0.0,"['ruth', 'ferla']"
Advertisement,0.0,[]
Advertisement,0.0,[]
Advertisement,0.0,[]
Supported by,0.3182,['supported']
The new rule would steer federal family planning funds under Title X to anti-abortion and faith based groups.,0.4215,"['rule', 'steer', 'federal', 'family', 'planning', 'fund', 'title', 'x', 'faith', 'based', 'group']"
By Pam Belluck,0.0,"['pam', 'belluck']"
A court battle over trade secrets highlighted how the Big Three corporations’ new unit is unnerving major insurers in the field.,-0.3818,"['court', 'battle', 'trade', 'secret', 'highlighted', 'big', 'three', 'corporation', 'unit', 'unnerving', 'major', 'insurer', 'field']"
By Reed Abelson,0.0,"['reed', 'abelson']"
Publication of a sealed deposition by Richard Sackler of Purdue Pharma shows inconsistencies between his statements about OxyContin and evidence presented in a Justice Department report.,0.5267,"['publication', 'sealed', 'deposition', 'richard', 'sackler', 'purdue', 'pharma', 'show', 'inconsistency', 'statement', 'oxycontin', 'evidence', 'presented', 'justice', 'department', 'report']"
By Barry Meier,0.0,"['barry', 'meier']"
"The disease was declared eliminated in 2000. So far this year, there have been more than 100 cases. ",0.0,"['disease', 'declared', 'eliminated', 'far', 'case']"
By Pam Belluck and Adeel Hassan,0.0,"['pam', 'belluck', 'adeel', 'hassan']"
A panel of health policy experts helps you make decisions along five key dimensions.,0.3818,"['panel', 'health', 'policy', 'expert', 'help', 'make', 'decision', 'along', 'five', 'key', 'dimension']"
By Austin Frakt and Aaron E. Carroll,0.0,"['austin', 'frakt', 'aaron', 'carroll']"
Reading about yawning makes people yawn. You are probably yawning right now.,0.0,"['reading', 'yawning', 'make', 'people', 'yawn', 'probably', 'yawning', 'right']"
By Roni Caryn Rabin,0.0,"['roni', 'caryn', 'rabin']"
Test your knowledge of this week’s health news.,0.0,"['test', 'knowledge', 'week', 'health', 'news']"
By Toby Bilanow,0.0,"['toby', 'bilanow']"
A Pew Research Center survey found that teenagers across all demographic groups grapple with mental health issues.,0.0,"['pew', 'research', 'center', 'survey', 'found', 'teenager', 'across', 'demographic', 'group', 'grapple', 'mental', 'health', 'issue']"
By Karen Zraick,0.0,"['karen', 'zraick']"
Tips for dealing with pelvic pain during an OB-GYN exam.,-0.5106,"['tip', 'dealing', 'pelvic', 'pain', 'exam']"
"By Jen Gunter, M.D.",0.0,"['jen', 'gunter']"
"The cancer center will now bar top officials from sitting on outside boards of for-profit companies, and is conducting a wide-scale review of other policies.",-0.5574,"['cancer', 'center', 'bar', 'top', 'official', 'sitting', 'outside', 'board', 'company', 'conducting', 'review', 'policy']"
By Katie Thomas and Charles Ornstein,0.0,"['katie', 'thomas', 'charles', 'ornstein']"
"AstraZeneca has hired Dr. José Baselga, the former chief medical officer at Memorial Sloan Kettering, to lead its cancer research unit.",-0.6597,"['astrazeneca', 'hired', 'josé', 'baselga', 'former', 'chief', 'medical', 'officer', 'memorial', 'sloan', 'kettering', 'lead', 'cancer', 'research', 'unit']"
By Katie Thomas and Charles Ornstein,0.0,"['katie', 'thomas', 'charles', 'ornstein']"
"Some hospital executives and cancer researchers sit on the boards of publicly traded companies, raising questions about whether their dual roles create a conflict of interest.",-0.3818,"['hospital', 'executive', 'cancer', 'researcher', 'sit', 'board', 'publicly', 'traded', 'company', 'raising', 'question', 'whether', 'dual', 'role', 'create', 'conflict', 'interest']"
By Katie Thomas and Charles Ornstein,0.0,"['katie', 'thomas', 'charles', 'ornstein']"
One of the nation’s top cancer hospitals has grappled with how to bring breakthrough treatments to market while remaining true to its mission.,-0.2023,"['nation', 'top', 'cancer', 'hospital', 'grappled', 'bring', 'breakthrough', 'treatment', 'market', 'remaining', 'true', 'mission']"
By Katie Thomas and Charles Ornstein,0.0,"['katie', 'thomas', 'charles', 'ornstein']"
"Dr. José Baselga, the former chief medical officer of Memorial Sloan Kettering Cancer Center, was asked to resign after he failed to disclose corporate ties in dozens of scientific articles.",-0.8779,"['josé', 'baselga', 'former', 'chief', 'medical', 'officer', 'memorial', 'sloan', 'kettering', 'cancer', 'center', 'asked', 'resign', 'failed', 'disclose', 'corporate', 'tie', 'dozen', 'scientific', 'article']"
By Katie Thomas and Charles Ornstein,0.0,"['katie', 'thomas', 'charles', 'ornstein']"
Advertisement,0.0,[]
"For nearly 13 years of running, I had avoided the dreaded walking boot. That streak ended last week.",-0.7269,"['nearly', 'year', 'running', 'avoided', 'dreaded', 'walking', 'boot', 'streak', 'ended', 'last', 'week']"
By Jen A. Miller,0.0,"['jen', 'miller']"
"The digital platform is grappling with the proliferation of anti-vaccination content online, a problem also faced by Facebook, YouTube and Twitter.",-0.4019,"['digital', 'platform', 'grappling', 'proliferation', 'content', 'online', 'problem', 'also', 'faced', 'facebook', 'youtube', 'twitter']"
By Christina Caron,0.0,"['christina', 'caron']"
"Since the beginning of the year, more than 160 people have contracted the virus, which was spread through a religious group and a Valentine’s Day gift fair.",0.6369,"['since', 'beginning', 'people', 'contracted', 'virus', 'spread', 'religious', 'group', 'valentine', 'day', 'gift', 'fair']"
By Austin Ramzy and Hisako Ueno,0.0,"['austin', 'ramzy', 'hisako', 'ueno']"
